"subjectIndex","subjectSex","subjectBirth","subjectEdu","time_stamp","subjectStiGroup","block_id","block_type","trial_id","trial_type_num","label_en","shape_en","Vali","match","correctRp","response","rt","acc"
"v010001",1,"1995","硕士",1613891938908,2,1,"test",1,6,"bad","circular","bad","match","n","n","696.9000000008382","1"
"v010001",1,"1995","硕士",1613891940912,2,1,"test",2,6,"ordinary","triangle","ordinary","match","n","n","685.9000000003725","1"
"v010001",1,"1995","硕士",1613891942906,2,1,"test",3,6,"good","circular","bad","mismatch","m","n","653.7000000007683","0"
"v010001",1,"1995","硕士",1613891944868,2,1,"test",4,6,"good","square","good","match","n","n","573.2000000007683","1"
"v010001",1,"1995","硕士",1613891946749,2,1,"test",5,6,"bad","circular","bad","match","n","n","654.4999999988358","1"
"v010001",1,"1995","硕士",1613891948710,2,1,"test",6,6,"bad","triangle","ordinary","mismatch","m","m","809.7999999989988","1"
"v010001",1,"1995","硕士",1613891950829,2,1,"test",7,6,"bad","square","good","mismatch","m","n","695.3000000012107","0"
"v010001",1,"1995","硕士",1613891952832,2,1,"test",8,6,"ordinary","circular","bad","mismatch","m","n","652.0000000001164","0"
"v010001",1,"1995","硕士",1613891954792,2,1,"test",9,6,"ordinary","square","good","mismatch","m","n","755.5000000011642","0"
"v010001",1,"1995","硕士",1613891956865,2,1,"test",10,6,"good","triangle","ordinary","mismatch","m","m","769.8999999993248","1"
"v010001",1,"1995","硕士",1613891958942,2,1,"test",11,6,"ordinary","triangle","ordinary","match","n","n","682.7999999986496","1"
"v010001",1,"1995","硕士",1613891960934,2,1,"test",12,6,"good","square","good","match","n","n","685.8000000010943","1"
"v010001",1,"1995","硕士",1613891994679,2,2,"test",1,7,"good","square","good","match","n","n","786.7999999999302","1"
"v010001",1,"1995","硕士",1613891996772,2,2,"test",2,7,"ordinary","triangle","ordinary","match","n","n","689.2999999999302","1"
"v010001",1,"1995","硕士",1613891998767,2,2,"test",3,7,"bad","square","good","mismatch","m","m","732","1"
"v010001",1,"1995","硕士",1613892000806,2,2,"test",4,7,"good","square","good","match","n","n","595.4999999994179","1"
"v010001",1,"1995","硕士",1613892002711,2,2,"test",5,7,"good","triangle","ordinary","mismatch","m","m","745.8000000005122","1"
"v010001",1,"1995","硕士",1613892004766,2,2,"test",6,7,"ordinary","triangle","ordinary","match","n","n","798.8000000005122","1"
"v010001",1,"1995","硕士",1613892006870,2,2,"test",7,7,"good","circular","bad","mismatch","m","m","766.1000000006752","1"
"v010001",1,"1995","硕士",1613892008946,2,2,"test",8,7,"bad","circular","bad","match","n","m","696.7000000004191","0"
"v010001",1,"1995","硕士",1613892010949,2,2,"test",9,7,"ordinary","square","good","mismatch","m","m","916.9999999995343","1"
"v010001",1,"1995","硕士",1613892013181,2,2,"test",10,7,"bad","circular","bad","match","n","m","656.6999999994878","0"
"v010001",1,"1995","硕士",1613892015148,2,2,"test",11,7,"ordinary","circular","bad","mismatch","m","m","1041.1000000004424","1"
"v010001",1,"1995","硕士",1613892017497,2,2,"test",12,7,"bad","triangle","ordinary","mismatch","m","m","1108.700000000652","1"
"v010001",1,"1995","硕士",1613892019912,2,2,"test",1,8,"bad","circular","bad","match","n","n","809.9000000001397","1"
"v010001",1,"1995","硕士",1613892022033,2,2,"test",2,8,"bad","triangle","ordinary","mismatch","m","m","817.200000001234","1"
"v010001",1,"1995","硕士",1613892024162,2,2,"test",3,8,"ordinary","circular","bad","mismatch","m","n","807.0999999999767","0"
"v010001",1,"1995","硕士",1613892026276,2,2,"test",4,8,"ordinary","square","good","mismatch","m","n","557.3999999997905","0"
"v010001",1,"1995","硕士",1613892028138,2,2,"test",5,8,"good","square","good","match","n","n","584.6000000000931","1"
"v010001",1,"1995","硕士",1613892030032,2,2,"test",6,8,"good","triangle","ordinary","mismatch","m","m","750.4000000008382","1"
"v010001",1,"1995","硕士",1613892032088,2,2,"test",7,8,"ordinary","triangle","ordinary","match","n","n","930.9999999987194","1"
"v010001",1,"1995","硕士",1613892034326,2,2,"test",8,8,"bad","circular","bad","match","n","n","802.9000000006054","1"
"v010001",1,"1995","硕士",1613892036439,2,2,"test",9,8,"bad","square","good","mismatch","m","m","779.4999999987194","1"
"v010001",1,"1995","硕士",1613892038530,2,2,"test",10,8,"ordinary","triangle","ordinary","match","n","n","622.199999999837","1"
"v010001",1,"1995","硕士",1613892040459,2,2,"test",11,8,"good","square","good","match","n","n","998.1000000006752","1"
"v010001",1,"1995","硕士",1613892042765,2,2,"test",12,8,"good","circular","bad","mismatch","m","n","754.3999999999069","0"
"v010001",1,"1995","硕士",1613892044825,2,2,"test",1,9,"ordinary","triangle","ordinary","match","n","m","736.3999999997905","0"
"v010001",1,"1995","硕士",1613892046867,2,2,"test",2,9,"bad","circular","bad","match","n","n","786.7999999999302","1"
"v010001",1,"1995","硕士",1613892048966,2,2,"test",3,9,"bad","circular","bad","match","n","n","778.3000000000466","1"
"v010001",1,"1995","硕士",1613892051052,2,2,"test",4,9,"good","square","good","match","n","n","808.1000000002095","1"
"v010001",1,"1995","硕士",1613892053167,2,2,"test",5,9,"good","triangle","ordinary","mismatch","m","m","845.2000000015832","1"
"v010001",1,"1995","硕士",1613892055320,2,2,"test",6,9,"bad","triangle","ordinary","mismatch","m","m","947.0000000001164","1"
"v010001",1,"1995","硕士",1613892057575,2,2,"test",7,9,"ordinary","triangle","ordinary","match","n","n","733.6999999989057","1"
"v010001",1,"1995","硕士",1613892059617,2,2,"test",8,9,"good","circular","bad","mismatch","m","m","855.1999999999534","1"
"v010001",1,"1995","硕士",1613892061780,2,2,"test",9,9,"ordinary","square","good","mismatch","m","n","824.8000000002794","0"
"v010001",1,"1995","硕士",1613892063910,2,2,"test",10,9,"bad","square","good","mismatch","m","m","831.0000000001164","1"
"v010001",1,"1995","硕士",1613892066050,2,2,"test",11,9,"ordinary","circular","bad","mismatch","m","n","671.2000000007683","0"
"v010001",1,"1995","硕士",1613892068027,2,2,"test",12,9,"good","square","good","match","n","n","695.2000000000698","1"
"v010001",1,"1995","硕士",1613892070033,2,2,"test",1,10,"bad","circular","bad","match","n","n","655.9000000015367","1"
"v010001",1,"1995","硕士",1613892072001,2,2,"test",2,10,"bad","triangle","ordinary","mismatch","m","n","590.8999999992084","0"
"v010001",1,"1995","硕士",1613892073901,2,2,"test",3,10,"bad","square","good","mismatch","m","m","845.699999999837","1"
"v010001",1,"1995","硕士",1613892076056,2,2,"test",4,10,"ordinary","triangle","ordinary","match","n","n","769.2000000006519","1"
"v010001",1,"1995","硕士",1613892078134,2,2,"test",5,10,"ordinary","circular","bad","mismatch","m","n","750.0999999992782","0"
"v010001",1,"1995","硕士",1613892080194,2,2,"test",6,10,"bad","circular","bad","match","n","n","862.7000000015832","1"
"v010001",1,"1995","硕士",1613892082363,2,2,"test",7,10,"ordinary","square","good","mismatch","m","m","691.5000000008149","1"
"v010001",1,"1995","硕士",1613892084366,2,2,"test",8,10,"good","circular","bad","mismatch","m","m","937.9999999982538","1"
"v010001",1,"1995","硕士",1613892086612,2,2,"test",9,10,"ordinary","triangle","ordinary","match","n","n","1093.6999999993714","1"
"v010001",1,"1995","硕士",1613892089015,2,2,"test",10,10,"good","square","good","match","n","n","706.7999999999302","1"
"v010001",1,"1995","硕士",1613892091029,2,2,"test",11,10,"good","triangle","ordinary","mismatch","m","NA","null","0"
"v010001",1,"1995","硕士",1613892093541,2,2,"test",12,10,"good","square","good","match","n","n","764.4999999993015","1"
"v010001",1,"1995","硕士",1613892095612,2,2,"test",1,11,"bad","circular","bad","match","n","m","1109.499999998603","0"
"v010001",1,"1995","硕士",1613892098026,2,2,"test",2,11,"ordinary","circular","bad","mismatch","m","m","1067.0000000009313","1"
"v010001",1,"1995","硕士",1613892100408,2,2,"test",3,11,"good","circular","bad","mismatch","m","m","891.2999999993481","1"
"v010001",1,"1995","硕士",1613892102606,2,2,"test",4,11,"ordinary","square","good","mismatch","m","m","991.3999999989755","1"
"v010001",1,"1995","硕士",1613892104903,2,2,"test",5,11,"good","square","good","match","n","n","519.6999999989057","1"
"v010001",1,"1995","硕士",1613892106732,2,2,"test",6,11,"bad","triangle","ordinary","mismatch","m","m","723.7999999996973","1"
"v010001",1,"1995","硕士",1613892108768,2,2,"test",7,11,"ordinary","triangle","ordinary","match","n","n","746.3000000006286","1"
"v010001",1,"1995","硕士",1613892110822,2,2,"test",8,11,"good","square","good","match","n","n","969.299999998766","1"
"v010001",1,"1995","硕士",1613892113102,2,2,"test",9,11,"ordinary","triangle","ordinary","match","n","m","777.0999999993946","0"
"v010001",1,"1995","硕士",1613892115190,2,2,"test",10,11,"good","triangle","ordinary","mismatch","m","m","1140.9000000002561","1"
"v010001",1,"1995","硕士",1613892117640,2,2,"test",11,11,"bad","circular","bad","match","n","m","978.4000000000233","0"
"v010001",1,"1995","硕士",1613892119926,2,2,"test",12,11,"bad","square","good","mismatch","m","m","890.4000000001397","1"
"v010001",1,"1995","硕士",1613892122123,2,2,"test",1,12,"good","square","good","match","n","m","902.0999999992782","0"
"v010001",1,"1995","硕士",1613892124331,2,2,"test",2,12,"bad","square","good","mismatch","m","n","807.0000000006985","0"
"v010001",1,"1995","硕士",1613892126445,2,2,"test",3,12,"bad","circular","bad","match","n","n","871.1999999996042","1"
"v010001",1,"1995","硕士",1613892128624,2,2,"test",4,12,"good","circular","bad","mismatch","m","m","860.9000000014203","1"
"v010001",1,"1995","硕士",1613892130790,2,2,"test",5,12,"good","square","good","match","n","n","729.6000000005588","1"
"v010001",1,"1995","硕士",1613892132826,2,2,"test",6,12,"ordinary","circular","bad","mismatch","m","m","1100.5999999997439","1"
"v010001",1,"1995","硕士",1613892135237,2,2,"test",7,12,"good","triangle","ordinary","mismatch","m","m","846.3000000010943","1"
"v010001",1,"1995","硕士",1613892137391,2,2,"test",8,12,"bad","circular","bad","match","n","m","833.5999999999767","0"
"v010001",1,"1995","硕士",1613892139536,2,2,"test",9,12,"ordinary","triangle","ordinary","match","n","n","911.5999999993946","1"
"v010001",1,"1995","硕士",1613892141754,2,2,"test",10,12,"ordinary","square","good","mismatch","m","m","749.7999999995809","1"
"v010001",1,"1995","硕士",1613892143813,2,2,"test",11,12,"ordinary","triangle","ordinary","match","n","n","794.5","1"
"v010001",1,"1995","硕士",1613892145920,2,2,"test",12,12,"bad","triangle","ordinary","mismatch","m","m","694.9999999997672","1"
"v010001",1,"1995","硕士",1613892166543,2,3,"test",1,13,"good","circular","bad","mismatch","m","m","988.7999999992317","1"
"v010001",1,"1995","硕士",1613892168842,2,3,"test",2,13,"ordinary","triangle","ordinary","match","n","n","796.9999999987194","1"
"v010001",1,"1995","硕士",1613892170949,2,3,"test",3,13,"good","triangle","ordinary","mismatch","m","m","728.0000000009313","1"
"v010001",1,"1995","硕士",1613892172987,2,3,"test",4,13,"bad","triangle","ordinary","mismatch","m","m","834.8000000005122","1"
"v010001",1,"1995","硕士",1613892175131,2,3,"test",5,13,"good","square","good","match","n","n","819.1999999999534","1"
"v010001",1,"1995","硕士",1613892177256,2,3,"test",6,13,"ordinary","square","good","mismatch","m","m","747.4000000002561","1"
"v010001",1,"1995","硕士",1613892179309,2,3,"test",7,13,"ordinary","circular","bad","mismatch","m","m","783.9000000003725","1"
"v010001",1,"1995","硕士",1613892181403,2,3,"test",8,13,"bad","circular","bad","match","n","n","720.4000000001397","1"
"v010001",1,"1995","硕士",1613892183433,2,3,"test",9,13,"bad","square","good","mismatch","m","m","680.5000000004657","1"
"v010001",1,"1995","硕士",1613892185419,2,3,"test",10,13,"ordinary","triangle","ordinary","match","n","m","843.6999999994878","0"
"v010001",1,"1995","硕士",1613892187569,2,3,"test",11,13,"bad","circular","bad","match","n","n","987.100000000326","1"
"v010001",1,"1995","硕士",1613892189861,2,3,"test",12,13,"good","square","good","match","n","n","631.199999999837","1"
"v010001",1,"1995","硕士",1613892191800,2,3,"test",1,14,"ordinary","triangle","ordinary","match","n","n","836.9000000002561","1"
"v010001",1,"1995","硕士",1613892193948,2,3,"test",2,14,"bad","circular","bad","match","n","n","857.6999999986729","1"
"v010001",1,"1995","硕士",1613892196112,2,3,"test",3,14,"good","square","good","match","n","n","655.7999999986496","1"
"v010001",1,"1995","硕士",1613892198077,2,3,"test",4,14,"bad","triangle","ordinary","mismatch","m","m","750.3000000014435","1"
"v010001",1,"1995","硕士",1613892200137,2,3,"test",5,14,"bad","circular","bad","match","n","m","769.1999999987893","0"
"v010001",1,"1995","硕士",1613892202213,2,3,"test",6,14,"good","triangle","ordinary","mismatch","m","m","741.7000000005355","1"
"v010001",1,"1995","硕士",1613892204261,2,3,"test",7,14,"ordinary","triangle","ordinary","match","n","n","765.9000000003725","1"
"v010001",1,"1995","硕士",1613892206333,2,3,"test",8,14,"good","circular","bad","mismatch","m","m","1090.700000000652","1"
"v010001",1,"1995","硕士",1613892208734,2,3,"test",9,14,"ordinary","circular","bad","mismatch","m","m","1096.9999999997672","1"
"v010001",1,"1995","硕士",1613892211138,2,3,"test",10,14,"ordinary","square","good","mismatch","m","NA","null","0"
"v010001",1,"1995","硕士",1613892213650,2,3,"test",11,14,"good","square","good","match","n","n","838.3000000013271","1"
"v010001",1,"1995","硕士",1613892215797,2,3,"test",12,14,"bad","square","good","mismatch","m","m","934.1999999997206","1"
"v010001",1,"1995","硕士",1613892218041,2,3,"test",1,15,"good","triangle","ordinary","mismatch","m","m","864.3000000010943","1"
"v010001",1,"1995","硕士",1613892220217,2,3,"test",2,15,"bad","circular","bad","match","n","n","760.1999999987893","1"
"v010001",1,"1995","硕士",1613892222286,2,3,"test",3,15,"bad","square","good","mismatch","m","m","898.6000000004424","1"
"v010001",1,"1995","硕士",1613892224492,2,3,"test",4,15,"bad","circular","bad","match","n","n","765.9999999995343","1"
"v010001",1,"1995","硕士",1613892226566,2,3,"test",5,15,"bad","triangle","ordinary","mismatch","m","m","699.3000000002794","1"
"v010001",1,"1995","硕士",1613892228569,2,3,"test",6,15,"ordinary","circular","bad","mismatch","m","m","879.200000001234","1"
"v010001",1,"1995","硕士",1613892230761,2,3,"test",7,15,"ordinary","triangle","ordinary","match","n","n","703.7000000000698","1"
"v010001",1,"1995","硕士",1613892232782,2,3,"test",8,15,"ordinary","triangle","ordinary","match","n","m","653.5000000003492","0"
"v010001",1,"1995","硕士",1613892234751,2,3,"test",9,15,"good","square","good","match","n","n","586.9000000002561","1"
"v010001",1,"1995","硕士",1613892236647,2,3,"test",10,15,"good","square","good","match","n","n","647.7000000013504","1"
"v010001",1,"1995","硕士",1613892238605,2,3,"test",11,15,"ordinary","square","good","mismatch","m","m","969.4999999991851","1"
"v010001",1,"1995","硕士",1613892240881,2,3,"test",12,15,"good","circular","bad","mismatch","m","n","604.1000000004424","0"
"v010001",1,"1995","硕士",1613892242794,2,3,"test",1,16,"good","triangle","ordinary","mismatch","m","m","897.3999999999069","1"
"v010001",1,"1995","硕士",1613892245000,2,3,"test",2,16,"ordinary","triangle","ordinary","match","n","n","1138.8000000006286","1"
"v010001",1,"1995","硕士",1613892247448,2,3,"test",3,16,"bad","circular","bad","match","n","n","766.2000000000698","1"
"v010001",1,"1995","硕士",1613892249522,2,3,"test",4,16,"ordinary","circular","bad","mismatch","m","m","758.4000000006054","1"
"v010001",1,"1995","硕士",1613892251588,2,3,"test",5,16,"good","square","good","match","n","n","616.7999999998137","1"
"v010001",1,"1995","硕士",1613892253514,2,3,"test",6,16,"bad","square","good","mismatch","m","m","668.5999999990454","1"
"v010001",1,"1995","硕士",1613892255487,2,3,"test",7,16,"bad","triangle","ordinary","mismatch","m","m","887.4999999989523","1"
"v010001",1,"1995","硕士",1613892257683,2,3,"test",8,16,"bad","circular","bad","match","n","n","673.399999999674","1"
"v010001",1,"1995","硕士",1613892259664,2,3,"test",9,16,"good","square","good","match","n","n","1026.3999999988591","1"
"v010001",1,"1995","硕士",1613892261998,2,3,"test",10,16,"ordinary","triangle","ordinary","match","n","m","660.7999999995809","0"
"v010001",1,"1995","硕士",1613892263965,2,3,"test",11,16,"good","circular","bad","mismatch","m","m","817.6000000002095","1"
"v010001",1,"1995","硕士",1613892266092,2,3,"test",12,16,"ordinary","square","good","mismatch","m","m","1076.299999998766","1"
"v010001",1,"1995","硕士",1613892268473,2,3,"test",1,17,"good","square","good","match","n","n","962.4999999996508","1"
"v010001",1,"1995","硕士",1613892270744,2,3,"test",2,17,"good","circular","bad","mismatch","m","m","718.9999999991851","1"
"v010001",1,"1995","硕士",1613892272772,2,3,"test",3,17,"ordinary","circular","bad","mismatch","m","m","747.5000000012806","1"
"v010001",1,"1995","硕士",1613892274829,2,3,"test",4,17,"bad","circular","bad","match","n","n","1045.6999999986729","1"
"v010001",1,"1995","硕士",1613892277183,2,3,"test",5,17,"ordinary","square","good","mismatch","m","m","762.8000000005122","1"
"v010001",1,"1995","硕士",1613892279256,2,3,"test",6,17,"bad","triangle","ordinary","mismatch","m","m","1075.1000000000931","1"
"v010001",1,"1995","硕士",1613892281640,2,3,"test",7,17,"good","triangle","ordinary","mismatch","m","m","927.4999999997672","1"
"v010001",1,"1995","硕士",1613892283873,2,3,"test",8,17,"good","square","good","match","n","n","560.2999999992317","1"
"v010001",1,"1995","硕士",1613892285737,2,3,"test",9,17,"ordinary","triangle","ordinary","match","n","n","789.0000000006985","1"
"v010001",1,"1995","硕士",1613892287832,2,3,"test",10,17,"ordinary","triangle","ordinary","match","n","n","503.49999999895226","1"
